,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,10342,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19431006.0,19431006.0,False,,1,,,,2023-07-16T16:20:00.000Z,30360.755325520822,7897584412.564323,-50.2873,-0.2265171,0.16647912,0.16107563,17.39853336,13.44817298,3.30976396,589940018894.727,48.3942,637575861835.94,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
1,1027,Ethereum,ETH,ethereum,7124,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120200189.25429519,120200189.25429519,True,,2,,,,2023-07-16T16:20:00.000Z,1936.1605908606014,4049728324.323071,-48.8543,-0.25570811,0.0149613,3.9400349,14.98124758,7.81683418,-6.80120671,232726869448.15228,19.0851,232726869448.15,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
2,825,Tether,USDT,tether,56974,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83638374850.9583,86715788906.06107,True,,3,,,,2023-07-16T16:20:00.000Z,1.0006346028085704,16370744766.364952,-47.0574,0.01590304,0.03316842,0.03300862,0.18815654,0.08426372,0.04282098,83691451998.54298,6.8644,86770818989.25,,2023-07-16T16:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-07-16 18:22:32.238942
3,52,XRP,XRP,xrp,993,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'sec-security-token']",100000000000.0,52544091958.0,99988621362.0,False,,4,,,,2023-07-16T16:20:00.000Z,0.7695100178429192,3431625238.0172772,-31.6608,-0.03327865,6.4684311,63.44294142,65.74975355,75.03901116,51.2672476,40433205140.140564,3.3158,76951001784.29,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
4,1839,BNB,BNB,bnb,1506,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,155848722.74204907,155848722.74204907,False,,5,,,,2023-07-16T16:20:00.000Z,248.6141561900597,387796674.9400385,-31.5735,-0.26521367,-0.72061356,6.07762578,4.28877764,-19.46926462,-26.67604273,38746198697.813095,3.1774,38746198697.81,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
5,3408,USD Coin,USDC,usd-coin,13332,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,27281065747.526386,27281065747.526386,False,,6,,,,2023-07-16T16:20:00.000Z,1.000120909317706,2015063106.4015489,-44.1523,0.00882153,0.01306254,0.00134158,-0.02689221,0.03832793,0.05133193,27284364282.57221,2.2375,27284364282.57,,2023-07-16T16:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-07-16 18:22:32.238942
6,5426,Solana,SOL,solana,486,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,402683667.76933646,552620754.0409172,True,,7,,,,2023-07-16T16:20:00.000Z,27.927504818319218,828387072.5606467,-49.6432,-1.17041536,2.05730914,31.29084011,86.62075209,35.57811053,14.00151339,11245950071.886599,0.9222,15433318771.18,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
7,2010,Cardano,ADA,cardano,871,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34976457800.998,35983607755.528,False,,8,,,,2023-07-16T16:20:00.000Z,0.3206843026732706,270040845.5089697,-38.9425,-0.58674116,-2.97813897,12.03320095,23.65825416,-12.52680585,-26.40219519,11216400979.89412,0.9198,14430793620.3,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
8,74,Dogecoin,DOGE,dogecoin,743,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140198056383.70526,140198056383.70526,True,,9,,,,2023-07-16T16:20:00.000Z,0.07110506305004659,423967863.3967656,-56.9277,-0.40197102,-1.85202319,8.32694134,15.50330533,-3.37801619,-21.19130101,9968791638.657349,0.8176,9968791638.66,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
9,3890,Polygon,MATIC,polygon,776,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,10,,,,2023-07-16T16:20:00.000Z,0.7861385043337775,262313254.61182567,-33.9281,-0.6997948,-2.57445044,13.16482257,34.90808375,-7.91730598,-32.1989829,7326393475.312556,0.6008,7861385043.34,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
10,1958,TRON,TRX,tron,788,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89768418362.81285,89768500916.7291,True,,11,71659659264.0,5732918927.267257,,2023-07-16T16:20:00.000Z,0.08000204000617304,144084316.6237943,-33.6461,-0.30431849,-0.84623805,1.97257809,14.42603125,13.51518068,21.79849733,7181656597.152633,0.5889,7181663201.63,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
11,2,Litecoin,LTC,litecoin,946,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73375714.22743528,84000000.0,False,,12,,,,2023-07-16T16:20:00.000Z,94.94562692258158,350010355.2454214,-56.4903,-0.15980957,0.65845023,-1.91904133,25.58992394,3.26679466,-4.14938498,6966703188.216031,0.5714,7975432661.5,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
12,6636,Polkadot,DOT,polkadot-new,533,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1205309757.7740428,1334788635.0792227,True,,13,,,,2023-07-16T16:20:00.000Z,5.382824072452486,104885124.7521027,-39.3028,-0.44384504,-1.76024563,5.7097389,23.21754471,2.59694416,-19.69471476,6487970378.907992,0.5321,7184932396.54,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
13,5805,Avalanche,AVAX,avalanche,465,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,345860979.8495832,432580429.8495832,False,,14,,,,2023-07-16T16:20:00.000Z,14.604278712517667,149964833.0002554,-54.2801,-0.73388962,-3.25514287,5.75053947,27.67218844,-0.60523785,-29.81940014,5051050145.50777,0.4143,10515080673.01,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
14,1831,Bitcoin Cash,BCH,bitcoin-cash,729,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19450318.75,19450318.75,False,,15,,,,2023-07-16T16:20:00.000Z,257.29091093972545,371457067.9585967,-28.5158,0.48254572,2.68788501,-3.97876712,146.15192467,120.28284874,96.2310339,5004390229.255522,0.4105,5403109129.73,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:32.238942
0,1,Bitcoin,BTC,bitcoin,10342,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19431006.0,19431006.0,False,,1,,,,2023-07-16T16:20:00.000Z,30360.755325520822,7897584412.564323,-50.2873,-0.2265171,0.16647912,0.16107563,17.39853336,13.44817298,3.30976396,589940018894.727,48.3942,637575861835.94,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
1,1027,Ethereum,ETH,ethereum,7124,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120200189.25429519,120200189.25429519,True,,2,,,,2023-07-16T16:20:00.000Z,1936.1605908606014,4049728324.323071,-48.8543,-0.25570811,0.0149613,3.9400349,14.98124758,7.81683418,-6.80120671,232726869448.15228,19.0851,232726869448.15,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
2,825,Tether,USDT,tether,56974,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83638374850.9583,86715788906.06107,True,,3,,,,2023-07-16T16:20:00.000Z,1.0006346028085704,16370744766.364952,-47.0574,0.01590304,0.03316842,0.03300862,0.18815654,0.08426372,0.04282098,83691451998.54298,6.8644,86770818989.25,,2023-07-16T16:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-07-16 18:22:37.860671
3,52,XRP,XRP,xrp,993,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'sec-security-token']",100000000000.0,52544091958.0,99988621362.0,False,,4,,,,2023-07-16T16:20:00.000Z,0.7695100178429192,3431625238.0172772,-31.6608,-0.03327865,6.4684311,63.44294142,65.74975355,75.03901116,51.2672476,40433205140.140564,3.3158,76951001784.29,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
4,1839,BNB,BNB,bnb,1506,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,155848722.74204907,155848722.74204907,False,,5,,,,2023-07-16T16:20:00.000Z,248.6141561900597,387796674.9400385,-31.5735,-0.26521367,-0.72061356,6.07762578,4.28877764,-19.46926462,-26.67604273,38746198697.813095,3.1774,38746198697.81,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
5,3408,USD Coin,USDC,usd-coin,13332,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,27281065747.526386,27281065747.526386,False,,6,,,,2023-07-16T16:20:00.000Z,1.000120909317706,2015063106.4015489,-44.1523,0.00882153,0.01306254,0.00134158,-0.02689221,0.03832793,0.05133193,27284364282.57221,2.2375,27284364282.57,,2023-07-16T16:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-07-16 18:22:37.860671
6,5426,Solana,SOL,solana,486,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,402683667.76933646,552620754.0409172,True,,7,,,,2023-07-16T16:20:00.000Z,27.927504818319218,828387072.5606467,-49.6432,-1.17041536,2.05730914,31.29084011,86.62075209,35.57811053,14.00151339,11245950071.886599,0.9222,15433318771.18,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
7,2010,Cardano,ADA,cardano,871,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34976457800.998,35983607755.528,False,,8,,,,2023-07-16T16:20:00.000Z,0.3206843026732706,270040845.5089697,-38.9425,-0.58674116,-2.97813897,12.03320095,23.65825416,-12.52680585,-26.40219519,11216400979.89412,0.9198,14430793620.3,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
8,74,Dogecoin,DOGE,dogecoin,743,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140198056383.70526,140198056383.70526,True,,9,,,,2023-07-16T16:20:00.000Z,0.07110506305004659,423967863.3967656,-56.9277,-0.40197102,-1.85202319,8.32694134,15.50330533,-3.37801619,-21.19130101,9968791638.657349,0.8176,9968791638.66,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
9,3890,Polygon,MATIC,polygon,776,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,10,,,,2023-07-16T16:20:00.000Z,0.7861385043337775,262313254.61182567,-33.9281,-0.6997948,-2.57445044,13.16482257,34.90808375,-7.91730598,-32.1989829,7326393475.312556,0.6008,7861385043.34,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
10,1958,TRON,TRX,tron,788,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89768418362.81285,89768500916.7291,True,,11,71659659264.0,5732918927.267257,,2023-07-16T16:20:00.000Z,0.08000204000617304,144084316.6237943,-33.6461,-0.30431849,-0.84623805,1.97257809,14.42603125,13.51518068,21.79849733,7181656597.152633,0.5889,7181663201.63,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
11,2,Litecoin,LTC,litecoin,946,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73375714.22743528,84000000.0,False,,12,,,,2023-07-16T16:20:00.000Z,94.94562692258158,350010355.2454214,-56.4903,-0.15980957,0.65845023,-1.91904133,25.58992394,3.26679466,-4.14938498,6966703188.216031,0.5714,7975432661.5,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
12,6636,Polkadot,DOT,polkadot-new,533,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1205309757.7740428,1334788635.0792227,True,,13,,,,2023-07-16T16:20:00.000Z,5.382824072452486,104885124.7521027,-39.3028,-0.44384504,-1.76024563,5.7097389,23.21754471,2.59694416,-19.69471476,6487970378.907992,0.5321,7184932396.54,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
13,5805,Avalanche,AVAX,avalanche,465,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,345860979.8495832,432580429.8495832,False,,14,,,,2023-07-16T16:20:00.000Z,14.604278712517667,149964833.0002554,-54.2801,-0.73388962,-3.25514287,5.75053947,27.67218844,-0.60523785,-29.81940014,5051050145.50777,0.4143,10515080673.01,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
14,1831,Bitcoin Cash,BCH,bitcoin-cash,729,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19450318.75,19450318.75,False,,15,,,,2023-07-16T16:20:00.000Z,257.29091093972545,371457067.9585967,-28.5158,0.48254572,2.68788501,-3.97876712,146.15192467,120.28284874,96.2310339,5004390229.255522,0.4105,5403109129.73,,2023-07-16T16:20:00.000Z,,,,,,2023-07-16 18:22:37.860671
